exercise_name,muscle,GIF_link
Kneeling t spine rotation,Back,https://fitnessprogramer.com/wp-content/uploads/2022/08/Kneeling-T-spine-Rotation.gif
Climbing monkey bars,Back,https://fitnessprogramer.com/wp-content/uploads/2022/12/Climbing-Monkey-Bars.gif
Supine spinal twist,Back,https://fitnessprogramer.com/wp-content/uploads/2022/12/Supine-Spinal-Twist.gif
Back slaps wrap around stretch,Back,https://fitnessprogramer.com/wp-content/uploads/2022/12/Back-Slaps-Wrap-Around-Stretch.gif
Bodyweight row in doorway,Back,https://fitnessprogramer.com/wp-content/uploads/2023/06/Bodyweight-Row-in-Doorway.gif
Lever high row,Back,https://fitnessprogramer.com/wp-content/uploads/2023/06/Lever-High-Row.gif
Incline dumbbell hammer row,Back,https://fitnessprogramer.com/wp-content/uploads/2022/02/Incline-Dumbbell-Hammer-Row.gif
Plate loaded seated row,Back,https://fitnessprogramer.com/wp-content/uploads/2022/02/Plate-Loaded-Seated-Row.gif
Chin up around the bar,Back,https://fitnessprogramer.com/wp-content/uploads/2022/02/Chin-Up-Around-the-Bar.gif
Ez bar bent arm pullover,Back,https://fitnessprogramer.com/wp-content/uploads/2022/02/EZ-Bar-Bent-Arm-Pullover.gif
Banded shoulder extension,Back,https://fitnessprogramer.com/wp-content/uploads/2023/06/Banded-Shoulder-Extension.gif
Banded shoulder adduction,Back,https://fitnessprogramer.com/wp-content/uploads/2023/06/Banded-Shoulder-Adduction.gif
T bar rows,Back,https://fitnessprogramer.com/wp-content/uploads/2021/04/t-bar-rows.gif
Cable twisting standing high row,Back,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Twisting-Standing-high-Row.gif
Single arm twisting seated cable row,Back,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Arm-Twisting-Seated-Cable-Row.gif
Band alternating lat pulldown,Back,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Alternating-Lat-Pulldown.gif
Band alternating low row with twist,Back,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Alternating-Low-Row-with-Twist.gif
Band seated row,Back,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Seated-Row.gif
Barbell pendlay row,Back,https://fitnessprogramer.com/wp-content/uploads/2022/07/Barbell-Pendlay-Row.gif
Standing side bend,Back,https://fitnessprogramer.com/wp-content/uploads/2022/09/standing-side-bend.gif
Neutral grip pull up,Back,https://fitnessprogramer.com/wp-content/uploads/2022/08/neutral-grip-pull-up.gif
Medicine ball overhead slam exercise,Back,https://fitnessprogramer.com/wp-content/uploads/2022/06/Medicine-ball-Overhead-Slam-exercise.gif
Dumbbell seal row,Back,https://fitnessprogramer.com/wp-content/uploads/2022/11/Dumbbell-Seal-Row.gif
Kettlebell renegade row,Back,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Renegade-Row.gif
Push up to renegade row,Back,https://fitnessprogramer.com/wp-content/uploads/2022/07/Push-Up-to-Renegade-Row.gif
Dumbbell renegade row 1,Back,https://fitnessprogramer.com/wp-content/uploads/2021/01/dumbbell-renegade-row-1.gif
Band assisted pull up,Back,https://fitnessprogramer.com/wp-content/uploads/2022/08/band-assisted-pull-up.gif
Straight_back back standing row,Back,https://fitnessprogramer.com/wp-content/uploads/2022/05/Straight_Back-back-standing-row.gif
Kneeling pulldown,Back,https://fitnessprogramer.com/wp-content/uploads/2022/05/Kneeling-pulldown.gif
Bent over row gymstick,Back,https://fitnessprogramer.com/wp-content/uploads/2022/05/Bent-Over-Row-Gymstick.gif
Battle rope,Back,https://fitnessprogramer.com/wp-content/uploads/2015/07/Battle-Rope.gif
Seated zottman curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2023/10/Seated-Zottman-Curl.gif
Standing barbell concentration curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2023/10/Standing-Barbell-Concentration-Curl.gif
Waiter curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2023/09/waiter-curl.gif
Double arm dumbbell curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/04/Double-Arm-Dumbbell-Curl.gif
Dumbbell curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Curl.gif
Barbell curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Curl.gif
Concentration curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/02/Concentration-Curl.gif
Dumbbell preacher curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Preacher-Curl.gif
Z bar preacher curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/02/Z-Bar-Preacher-Curl.gif
Hammer curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/02/Hammer-Curl.gif
Seated incline dumbbell curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/02/Seated-Incline-Dumbbell-Curl.gif
Lever preacher curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/Lever-Preacher-Curl.gif
High cable single arm bicep curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/High-Cable-Single-Arm-Bicep-Curl.gif
One arm cable curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/02/One-Arm-Cable-Curl.gif
Lying cable curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/lying-cable-curl.gif
Zottman curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/zottman-curl.gif
Dumbbell reverse curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/dumbbell-reverse-curl.gif
Seated close grip concentration curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/Seated-close-grip-concentration-curl.gif
Biceps leg concentration curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/Biceps-Leg-Concentration-Curl.gif
Prone incline biceps curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/Prone-Incline-Biceps-Curl.gif
Overhead cable curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/overhead-cable-curl.gif
Seated hammer curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/Seated-Hammer-Curl.gif
Seated biceps curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/seated-biceps-curl.gif
Cable preacher curls,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/cable-preacher-curls.gif
Cable concentration curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/Cable-Concentration-Curl.gif
Reverse grip ez bar curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/08/Reverse-Grip-EZ-Bar-Curl.gif
Dumbbell scott hammer curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/08/Dumbbell-Scott-Hammer-Curl.gif
Lying high bench barbell curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/04/Lying-High-Bench-Barbell-Curl.gif
Rope bicep curls,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/06/rope-bicep-curls.gif
Bicep curl machine,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/09/Bicep-Curl-Machine.gif
Dumbbell high curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/09/Dumbbell-High-Curl.gif
Brachialis pull up,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/Brachialis-Pull-up.gif
Close grip z bar curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/06/Close-Grip-Z-Bar-Curl.gif
Dumbbell scot curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/06/dumbbell-scot-curl.gif
Barbell curl on arm blaster,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/08/Barbell-Curl-On-Arm-Blaster.gif
Arm blaster hammer curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/08/Arm-Blaster-Hammer-Curl.gif
Dumbbell curl on arm blaster,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/08/Dumbbell-Curl-On-Arm-Blaster.gif
Standing one arm chest stretch,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/08/Standing-one-arm-chest-stretch.gif
One arm biceps curl 1,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/04/One-Arm-Biceps-Curl-1.gif
Chin up,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/03/Chin-Up.gif
Lever biceps curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Biceps-Curl.gif
Cable incline biceps curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/12/Cable-Incline-Biceps-Curl.gif
One arm chin up,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/01/One-Arm-Chin-Up.gif
Dumbbell preacher hammer curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Dumbbell-Preacher-Hammer-Curl.gif
One arm prone dumbbell curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/One-Arm-Prone-Dumbbell-Curl.gif
Dumbbell alternate preacher curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Dumbbell-Alternate-Preacher-Curl.gif
Two dumbbell preacher curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Two-dumbbell-preacher-curl.gif
Flexor incline dumbbell curls,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Flexor-Incline-Dumbbell-Curls.gif
Barbell alternate biceps curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Alternate-Biceps-Curl.gif
Cable kneeling biceps curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/12/Cable-Kneeling-Biceps-Curl.gif
Cable two arm curl on incline bench,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Two-Arm-Curl-on-Incline-Bench.gif
Chin up around the bar,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Chin-Up-Around-the-Bar.gif
Elbow flexion,Biceps,https://fitnessprogramer.com/wp-content/uploads/2023/06/elbow-flexion.gif
Cable pulldown bicep curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Pulldown-Bicep-Curl.gif
Band biceps curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Biceps-Curl.gif
Single dumbbell spider hammer curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Dumbbell-Spider-Hammer-Curl.gif
Cable curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/02/cable-curl.gif
Z bar curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/02/Z-Bar-Curl.gif
Hammer curl with resistance band,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/07/Hammer-Curl-with-Resistance-Band.gif
Cable reverse grip ez bar biceps curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Reverse-Grip-EZ-bar-Biceps-Curl.gif
Standing reverse shoulder stretch,Biceps,https://fitnessprogramer.com/wp-content/uploads/2021/04/Standing-Reverse-Shoulder-Stretch.gif
Barbell drag curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/12/Barbell-Drag-Curl.gif
Close grip barbell curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/07/close-grip-barbell-curl.gif
One arm cable bicep curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/06/One-Arm-Cable-Bicep-Curl.gif
Single arm reverse grip cable bicep curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/06/Single-Arm-Reverse-Grip-Cable-Bicep-Curl.gif
Water bottle hammer curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/06/Water-Bottle-Hammer-Curl.gif
Seated dumbbell alternating curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif
Seated bicep curl with resistance band,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-Bicep-Curl-With-Resistance-Band.gif
One arm biceps curl,Biceps,https://fitnessprogramer.com/wp-content/uploads/2022/05/One-Arm-Biceps-Curl.gif
Standing calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/06/Standing-Calf-Raise.gif
Dumbbell calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Calf-Raise.gif
Calf raise with resistance band,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/05/Calf-Raise-with-Resistance-Band.gif
Barbell seated calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/09/Barbell-Seated-Calf-Raise.gif
Leg press calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/05/Leg-Press-Calf-Raise.gif
Hack squat calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/05/Hack-Squat-Calf-Raise.gif
Lever seated calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Seated-Calf-Raise.gif
Single leg calf raises,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/06/Single-Leg-Calf-Raises.gif
Hack machine one leg calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/09/Hack-Machine-One-Leg-Calf-Raise.gif
Donkey calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/09/Donkey-Calf-Raise.gif
Lever donkey calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Donkey-Calf-Raise.gif
Bench press machine standing calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/09/Bench-Press-Machine-Standing-Calf-Raise.gif
Standing cross leg hamstring stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/05/Standing-Cross-Leg-Hamstring-Stretch.gif
Standing barbell calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/04/Standing-Barbell-Calf-Raise.gif
Weighted donkey calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/04/Weighted-Donkey-Calf-Raise.gif
Squat hold calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/12/Squat-Hold-Calf-Raise.gif
Standing hamstring stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/05/Standing-Hamstring-Stretch.gif
Weighted seated calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/10/Weighted-Seated-Calf-Raise.gif
Foam roller calves,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foam-Roller-Calves.gif
Resistance band foot external rotation,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Resistance-Band-Foot-External-Rotation.gif
Toe extensor stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/08/Toe-Extensor-Stretch.gif
Standing dorsiflexion,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Standing-Dorsiflexion.gif
Standing wall calf stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Standing-Wall-Calf-Stretch.gif
Standing toe up achilles stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Standing-Toe-Up-Achilles-Stretch.gif
Standing toe flexor stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Standing-Toe-Flexor-Stretch.gif
Standing gastrocnemius calf stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Standing-Gastrocnemius-Calf-Stretch.gif
Single heel drop calf stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Heel-Drop-Calf-Stretch.gif
Seated straight leg calf stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Straight-Leg-Calf-Stretch.gif
Lunging straight leg calf stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lunging-Straight-Leg-Calf-Stretch.gif
Posterior tibialis stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Posterior-Tibialis-Stretch.gif
Foot and ankles stretches,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Foot-and-Ankles-Stretches.gif
Feet and ankle rotation,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Feet-and-Ankle-Rotation.gif
Calves stretch static position,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Calves-Stretch-Static-Position.gif
Single leg calves stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Leg-Calves-Stretch.gif
Calf stretch with rope,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Calf-Stretch-with-Rope.gif
Crouching heel back calf stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Crouching-Heel-Back-Calf-Stretch.gif
Seated calf press on leg press machine,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Calf-Press-on-Leg-Press-Machine.gif
Single calf raise on leg press machine,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/02/Single-Calf-Raise-on-Leg-Press-Machine.gif
Inner thigh side stretch,Calf,https://fitnessprogramer.com/wp-content/uploads/2021/02/INNER-THIGH-SIDE-STRETCH.gif
Single leg donkey calf raise,Calf,https://fitnessprogramer.com/wp-content/uploads/2022/10/Single-Leg-Donkey-Calf-Raise.gif
5 dot drills agility exercise,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/12/5-Dot-drills-agility-exercise.gif
Navy seal burpee,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/10/Navy-Seal-Burpee.gif
Depth jump to hurdle hop,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/09/Depth-Jump-to-Hurdle-Hop.gif
Power lunge,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/09/power-lunge.gif
Shadow boxing workout,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/09/shadow-boxing-workout.gif
Riding outdoor bicycle,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/02/Riding-Outdoor-Bicycle.gif
Walking,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Walking.gif
Briskly walking,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Briskly-Walking.gif
Run,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/07/Run.gif
Sprint,Cardio,https://fitnessprogramer.com/wp-content/uploads/2023/06/sprint.gif
Walk wave machine,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/10/Walk-Wave-Machine.gif
Jump rope,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/06/Jump-Rope.gif
Bike,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/06/Bike.gif
Treadmill ,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/06/Treadmill-.gif
Incline treadmill,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/06/Incline-Treadmill.gif
Rowing machine,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/06/Rowing-Machine.gif
Assault air runner,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/06/Assault-Air-Runner.gif
Elliptical machine,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/10/Elliptical-Machine.gif
Walking on stepmill,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/10/Walking-on-Stepmill.gif
Elbow to knee twists,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Elbow-To-Knee-Twists.gif
Push up toe touch,Cardio,https://fitnessprogramer.com/wp-content/uploads/2022/02/Push-up-Toe-Touch.gif
Mountain climber,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/02/Mountain-climber.gif
Bicycle crunch,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bicycle-Crunch.gif
T cross sit up,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/05/T-Cross-Sit-up.gif
Power skips,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Power-Skips.gif
Plyo jacks,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Plyo-Jacks.gif
Split jacks,Cardio,https://fitnessprogramer.com/wp-content/uploads/2021/09/Split-Jacks.gif
